Receive Date,AMIC ID,Origin Protein,Leco Protein,WGA Protein
12/27/2017,11129,15.44,15.53,15.5
12/27/2017,11130,14.88,14.98,15
12/27/2017,11138,13.6,13.15,13.1
12/27/2017,11141,12.8,12.87,12.8
12/27/2017,11142,13.4,13.45,13.3
12/27/2017,11143,12.8,13.02,12.7
12/27/2017,11144,12.7,13.19,13
12/27/2017,11145,13.1,12.62,12.7
12/27/2017,11146,12.7,12.72,12.7
12/27/2017,11147,12.7,12.78,12.5
12/27/2017,11150,11,10.81,10.9
12/27/2017,11151,14.1,14.21,14.1
12/27/2017,11152,13.6,13.9,13.8
12/27/2017,11153,13.8,13.93,13.7
12/27/2017,11154,14.1,14.21,14
12/27/2017,11155,15.5,15.61,15.5
12/27/2017,11156,11.8,11.77,11.6
12/28/2017,11159,10.6,10.65,10.6
12/28/2017,11160,15.03,15.02,15.1
12/29/2017,11162,11,10.85,10.9
12/29/2017,11163,11,10.93,11.2
12/29/2017,11164,11.69,11.8,11.8
12/29/2017,11165,14.4,13.99,14
12/29/2017,11166,13.7,13.61,13.8
1/2/2018,11167,11,10.83,11.2
1/2/2018,11169,11.6,11.44,11.7
1/2/2018,11170,14.3,14.14,14.2
1/2/2018,11171,15.5,15.56,15.5
1/3/2018,11172,11.5,11.41,11.6
1/3/2018,11176,14.04,14.08,14.2
1/3/2018,11177,14.1,13.82,14
1/3/2018,11178,11.1,10.62,10.5
1/4/2018,11179,13.91,14.1,14
1/4/2018,11180,13.5,13.61,13.5
1/4/2018,11182,15.2,14.97,15
1/4/2018,11185,14,13.85,13.9
1/5/2018,11186,15.44,15.57,15.7
1/5/2018,11187,15.42,15.37,15.5
1/5/2018,11188,11.9,11.75,11.9
1/5/2018,11189,12.26,12.18,12.1
1/5/2018,11190,12.98,12.64,12.6
1/5/2018,11191,13.53,13.55,13.6
1/5/2018,11192,12,11.62,11.8
1/8/2018,11194,11,10.81,10.9
1/8/2018,11195,11,10.88,11
1/8/2018,11196,14.17,14.38,14.2
1/8/2018,11198,10.7,10.58,10.6
1/8/2018,11200,11.7,11.37,11.3
1/8/2018,11201,15.3,15.33,15.5
1/8/2018,11202,12.2,12.02,12.3
1/8/2018,11203,11.3,11.14,11.4
1/8/2018,11204,12.2,12.01,12.2
1/8/2018,11205,10.5,10.24,10.5
1/9/2018,11207,14.04,13.77,13.8
1/9/2018,11208,15.34,15.45,15.5
1/10/2018,11209,13.7,13.77,13.6
1/10/2018,11210,15,15.25,15.1
1/10/2018,11211,12,11.94,12
1/10/2018,11212,13.1,13.03,13.2
1/11/2018,11215,15.3,15.3,15.4
1/11/2018,11216,10.7,10.86,10.6
1/11/2018,11217,12.2,12.18,12.1
1/11/2018,11218,11.5,11.74,11.7
1/12/2018,11219,14,14.22,14.1
1/12/2018,11220,13.15,13.39,13.2
1/15/2018,11222,12.1,12.16,12.2
1/15/2018,11224,13.5,13.71,13.8
1/15/2018,11225,11.39,11.3,11.4
1/15/2018,11226,14.1,14.02,14
1/16/2018,11228,13.9,14.19,14
1/16/2018,11229,14.2,14.48,14.3
1/16/2018,11230,14.1,14.25,14.1
1/16/2018,11231,14,14.1,14.2
1/16/2018,11232,14.2,14.18,14.1
1/16/2018,11233,14.26,14.49,14.5
1/16/2018,11235,11.5,11.59,11.6
1/16/2018,11236,13.9,14.04,13.8
1/17/2018,11245,13.1,13.3,13.2
1/18/2018,11248,14,14.07,14.1
1/18/2018,11249,14,14.05,14
1/18/2018,11251,11.5,11.69,11.8
1/19/2018,11252,14.06,14.31,14.1
1/19/2018,11255,12.9,13.09,13.1
1/22/2018,11257,13.82,14.02,14
1/22/2018,11258,15.06,15.26,15.2
1/22/2018,11259,13.5,13.98,13.8
1/22/2018,11260,13.52,13.43,13.6
1/22/2018,11261,13.94,13.93,13.9
1/22/2018,11262,14.06,14.2,14.2
1/22/2018,11264,14.29,14.31,14.4
1/22/2018,11265,14.1,14.3,14.2
1/23/2018,11269,14.11,14.22,14.1
1/23/2018,11271,11.5,11.18,11.2
1/23/2018,11272,11.5,11.46,11.4
1/24/2018,11273,12.1,12.29,12.3
1/24/2018,11275,11.5,11.55,11.7
1/24/2018,11276,15.22,15.2,15.3
1/24/2018,11277,15.52,15.48,15.6
1/24/2018,11278,15.14,15.35,15.4
1/24/2018,11279,14.43,14.45,14.6
1/24/2018,11280,15.04,15.09,15
1/24/2018,11284,13,13.44,13.1
1/25/2018,11286,12.09,12.1,12.2
1/25/2018,11287,14.09,14.05,14.1
1/25/2018,11288,13.27,13.44,13.4
1/25/2018,11291,11.7,11.88,11.9
1/25/2018,11293,13.75,13.85,13.7
1/26/2018,11295,13.17,13.28,13.3
1/26/2018,11296,15,15.07,15
1/26/2018,11297,14.53,14.77,14.8
1/26/2018,11299,11,10.74,11
1/26/2018,11300,11,10.92,11.1
1/26/2018,11301,11,10.74,10.9
1/26/2018,11303,12.5,12.31,12.5
1/29/2018,11304,15.11,15.09,15.1
1/29/2018,11305,12.1,12.2,12.1
1/29/2018,11306,15.17,15.22,15.2
1/29/2018,11307,13.3,13.6,13.5
1/29/2018,11308,13.2,13.57,13.5
1/29/2018,11309,13.2,13.35,13.2
1/29/2018,11310,13.2,13.56,13.6
1/29/2018,11311,13.2,13.44,13.3
1/29/2018,11330,11.5,11.78,11.6
1/30/2018,11331,15.3,15.47,15.2
1/30/2018,11332,14,13.91,14
1/30/2018,11338,10.6,10.59,10.5
1/30/2018,11339,10.5,10.24,10.3
1/30/2018,11340,10.6,10.42,10.6
1/30/2018,11341,11.5,11.39,11.4
1/30/2018,11342,14,13.95,13.9
1/31/2018,11344,11,11,11
1/31/2018,11347,14.27,14.37,14.2
2/1/2018,11352,11.02,11.1,10.9
2/2/2018,11353,13.1,13.22,13.1
2/2/2018,11357,15.63,15.88,15.6
2/2/2018,11358,14.1,14.36,14
2/2/2018,11359,12.4,12.07,12
2/2/2018,11360,14.1,14.45,14.3
2/5/2018,11361,15,15.17,15.1
2/5/2018,11363,14.4,14.52,14.2
2/5/2018,11364,14.2,14.48,14.3
2/5/2018,11365,11.6,11.68,11.6
2/5/2018,11366,14,14.16,14.2
2/5/2018,11367,13.9,14.2,14
2/6/2018,11370,15,15.3,15.2
2/6/2018,11371,10.7,10.66,10.7
2/6/2018,11372,13.7,13.89,14
2/6/2018,11373,14,14.26,14.3
2/7/2018,11374,15.01,15.25,15.3
2/7/2018,11376,14,14.09,14
2/8/2018,11379,14.13,14.33,14.3
2/8/2018,11380,14,14.07,14.2
2/8/2018,11382,14.3,14.23,14.3
2/8/2018,11383,11.7,11.48,11.4
2/8/2018,11384,13,13.12,13.1
2/8/2018,11385,10.3,10.26,10.3
2/8/2018,11386,11,11,11
2/8/2018,11387,13.2,13.52,13.3
2/8/2018,11389,11,10.84,11
2/12/2018,11397,11.1,11.11,11
2/13/2018,11400,14.05,14.16,14.2
2/13/2018,11402,13,13.04,13.1
2/13/2018,11403,14.4,14.25,14.3
2/13/2018,11404,15.1,15.11,15.2
2/13/2018,11405,13.3,13.4,13.3
2/13/2018,11406,13.6,13.66,13.7
2/13/2018,11407,14.4,14.43,14.4
2/13/2018,11408,13.6,13.58,13.7
2/13/2018,11409,11.6,11.49,11.7
2/14/2018,11412,14.04,14.21,14.2
2/14/2018,11413,12.19,12.34,12.3
2/14/2018,11415,15,14.8,14.8
2/14/2018,11417,14.07,14.34,14.1
2/14/2018,11418,11.1,10.91,10.9
2/14/2018,11419,11.5,11.19,11.2
2/14/2018,11420,11.8,11.56,11.7
2/15/2018,11421,14.9,15.17,15
2/15/2018,11422,10.46,10.6,10.6
2/15/2018,11423,10.64,10.46,10.7
2/15/2018,11424,9.9,9.72,9.9
2/15/2018,11425,11.2,11.12,11.2
2/15/2018,11426,11.8,11.77,11.8
2/15/2018,11427,12,12.18,12
2/15/2018,11428,12.8,12.63,12.7
2/15/2018,11429,13.9,13.82,13.9
2/15/2018,11430,13.5,13.43,13.4
2/15/2018,11431,10.6,10.27,10.3
2/15/2018,11432,15.2,15.21,15.3
2/15/2018,11433,10.9,10.93,11
2/15/2018,11434,15,15.03,15
2/15/2018,11435,11.5,11.04,11.2
2/15/2018,11436,11.9,11.8,11.8
2/15/2018,11437,14.1,14.39,14.4
2/16/2018,11438,15,15.15,15
2/16/2018,11440,13.5,13.59,13.7
2/20/2018,11442,11.74,11.58,11.7
2/20/2018,11443,11.56,11.36,11.6
2/20/2018,11444,11.5,11.4,11.5
2/20/2018,11445,15.42,15.78,15.4
2/20/2018,11446,15.29,15.56,15.4
2/21/2018,11447,13.96,14.16,14.2
2/21/2018,11448,13.9,13.89,13.9
2/21/2018,11449,15.5,15.87,15.8
2/21/2018,11450,11.36,11.31,11.4
2/21/2018,11451,14.36,14.5,14.4
2/21/2018,11452,14,14.22,14
2/21/2018,11453,14.2,14.26,13.9
2/21/2018,11454,15.7,15.49,15.3
2/21/2018,11455,13.5,13.62,13.3
2/22/2018,11456,11.53,11.59,11.5
2/22/2018,11457,12,12.14,12
2/22/2018,11458,11.5,11.25,11.2
2/23/2018,11459,11.37,11.75,11.8
2/23/2018,11460,15.33,15.56,15.2
2/23/2018,11461,14.08,13.91,14.1
2/23/2018,11462,14.09,14.11,14.2
2/23/2018,11463,11,10.97,11.1
2/23/2018,11464,14,14.32,14.2
2/26/2018,11465,11.5,11.25,11.6
2/26/2018,11466,10.6,10.51,10.6
2/27/2018,11470,13,13.06,13.1
2/27/2018,11471,14.07,14.14,14
2/28/2018,11474,15.49,15.87,15.8
2/28/2018,11475,14,14.39,14
2/28/2018,11476,14.7,14.27,14.2
3/1/2018,11478,14.14,14.5,14.2
3/1/2018,11479,12.28,12.19,12.3
3/1/2018,11480,14.03,13.95,14.1
3/2/2018,11484,15.68,15.72,15.6
3/2/2018,11485,13.8,13.82,13.7
3/2/2018,11486,14,13.67,13.9
3/2/2018,11487,11.9,11.46,11.6
3/5/2018,11488,14,14.14,14.3
3/5/2018,11489,11.56,11.32,11.5
3/5/2018,11491,13.5,13.62,13.6
3/5/2018,11492,12.2,11.88,11.9
3/6/2018,11494,15.29,15.33,15.3
3/6/2018,11495,12.4,12.21,12.5
3/6/2018,11496,13.99,14.21,13.9
3/6/2018,11497,11,10.8,11.1
3/6/2018,11498,10.8,10.59,10.8
3/6/2018,11500,15.3,14.86,15
3/6/2018,11501,14.1,14.09,14.4
3/7/2018,11503,15,15.21,15.2
3/7/2018,11504,15,15.39,15.3
3/7/2018,11506,10.6,10.55,10.7
3/7/2018,11508,11.65,11.56,11.7
3/8/2017,11510,11.15,11.07,11.3
3/8/2017,11511,15,14.85,15
3/8/2017,11513,14.1,14.04,13.9
3/8/2017,11514,13.9,13.95,14
3/8/2017,11517,15.1,15.18,15.1
3/9/2018,11518,12.2,12.21,12.2
3/9/2018,11519,13,13.07,13.2
3/9/2018,11520,11.3,11,11
3/9/2018,11521,13.1,12.7,12.9
3/9/2018,11522,12.8,13.02,13
3/9/2018,11523,14.4,14.34,14.2
3/12/2018,11524,12.7,12.57,12.6
3/13/2018,11527,12.1,11.68,11.9
3/13/2018,11528,14.15,14.13,14.1
3/13/2018,11529,14.1,14.07,14.1
3/13/2018,11530,15.23,15.14,15.4
3/13/2018,11531,12.09,11.8,12.1
3/13/2018,11532,14.2,14.02,14.4
3/13/2018,11533,13.9,14.07,14
3/13/2018,11534,12.8,13.01,13
3/13/2018,11535,13.2,13.33,13.2
3/13/2018,11536,10.9,10.55,10.4
3/13/2018,11537,11.3,11.13,11
3/14/2018,11539,14.1,14.21,14.1
3/14/2018,11540,15.4,15.54,15.4
3/14/2018,11541,14.49,14.57,14.6
3/14/2018,11542,14,13.85,14
3/14/2018,11543,15.36,15.56,15.5
3/14/2018,11547,15.23,15.05,15.3
3/15/2018,11548,15,15.12,15.1
3/19/2018,11554,11.54,11.2,11.4
3/19/2018,11555,13.46,13.41,13.5
3/19/2018,11556,14.4,14.35,14.4
3/19/2018,11557,14.1,13.99,14.1
3/19/2018,11558,12.28,12.39,12.3
3/19/2018,11559,13.5,13.62,13.4
3/19/2018,11560,13.5,13.62,13.6
3/19/2018,11561,11.52,11.42,11.5
3/19/2018,11562,10.5,10.3,10.4
3/20/2018,11563,11.85,11.8,11.7
3/20/2018,11564,10.5,10.53,10.5
3/20/2018,11565,11.34,11.29,11.4
3/20/2018,11566,14.06,14.13,14.1
3/20/2018,11567,11.2,10.96,10.9
3/20/2018,11569,15.2,14.98,15
3/20/2018,11570,10.8,10.61,10.5
3/20/2018,11571,12.8,12.75,12.7
3/22/2018,11573,9.9,9.88,9.6
3/22/2018,11574,15.01,15.22,15.2
3/22/2018,11575,11.1,11.27,10.9
3/22/2018,11576,15.19,15.41,15.3
3/22/2018,11577,14.04,14.24,14.1
3/22/2018,11578,12.9,12.79,12.9
3/22/2018,11579,13.8,13.94,13.8
3/23/2018,11581,14.05,14.02,14.2
3/23/2018,11582,14.3,14.53,14.4
3/26/2018,11584,14,13.94,14.1
3/26/2018,11585,12.02,11.91,12.2
3/26/2018,11586,12.03,11.96,12
3/26/2018,11588,15.1,15.13,15.1
3/26/2018,11593,14.1,14.19,14.1
3/27/2018,11594,11,10.84,11
3/27/2018,11595,14.4,14.27,14.3
3/27/2018,11596,14.2,14.22,14.3
3/27/2018,11597,14.4,14.57,14.5
3/28/2018,11599,14.05,14.2,14
3/28/2018,11601,15.2,15.36,15.3
3/28/2018,11603,11.4,11.76,11.7
3/29/2018,11606,11.12,11.16,11.3
3/29/2018,11608,12.3,12.31,12.2
4/2/2018,11614,13.9,14.05,14
4/2/2018,11616,11,10.61,11
4/2/2018,11617,12.9,12.58,12.9
4/2/2018,11618,13.6,13.63,13.7
4/2/2018,11619,14.3,14.43,14.4
4/3/2018,11620,13.25,13.24,13.3
4/3/2018,11621,10,9.93,9.8
4/3/2018,11624,12.1,11.63,11.9
4/3/2018,11625,14.2,14.1,14.1
4/3/2018,11626,14.1,14.02,14
4/3/2018,11627,14,14.08,14.1
4/3/2018,11628,14.4,14.21,14.4
4/3/2018,11629,13.2,13.26,13.3
4/3/2018,11630,13.2,13.25,13.2
4/3/2018,11631,13.2,13.06,13.1
4/3/2018,11632,13.2,13.29,13.2
4/4/2018,11633,15.33,15.37,15.3
4/4/2018,11634,15.03,15.46,15.3
4/4/2018,11635,13,13.15,13
4/4/2018,11636,15,15.33,15.2
4/4/2018,11637,12.8,12.32,12.3
4/5/2018,11638,14,14.01,14
4/5/2018,11639,15.57,15.61,15.6
4/5/2018,11641,14.38,14.51,14.4
4/5/2018,11643,10.3,10.36,10.3
4/5/2018,11644,10.4,10.39,10.5
4/5/2018,11645,15.31,15.35,15.3
4/6/2018,11647,11.6,11.41,11.8
4/9/2018,11650,15.29,15.26,15.3
4/10/2018,11656,10.6,10.45,10.5
4/10/2018,11657,10.5,10.32,10.5
4/10/2018,11658,10.4,9.86,10
4/10/2018,11659,15,14.91,14.9
4/10/2018,11660,11.2,11.16,11.3
4/10/2018,11661,14.1,13.96,14
4/10/2018,11662,14.7,14.9,14.7
4/10/2018,11663,14.8,14.69,14.6
4/11/2018,11665,13.02,12.96,13.1
4/11/2018,11666,10.45,10.21,10.6
4/11/2018,11667,10.67,10.42,10.6
4/11/2018,11669,12.9,12.76,12.8
4/11/2018,11670,12.6,12.4,12.7
4/12/2018,11671,14.09,13.99,14.1
4/12/2018,11672,12,12.18,12.2
4/12/2018,11673,15.08,15.07,15.1
4/12/2018,11675,9.8,9.6,9.6
4/12/2018,11676,9.6,9.48,9.6
4/13/2018,11678,14,14.15,14
4/13/2018,11679,14,14.23,14.3
4/16/2018,11681,15.05,14.94,15.2
4/16/2018,11682,12,11.92,12
4/16/2018,11684,12,11.91,12.2
4/16/2018,11685,13.5,13.64,13.7
4/16/2018,11686,11.1,10.75,11.1
4/17/2018,11688,12.2,12.26,12.4
4/17/2018,11691,14.17,14.21,14.4
4/17/2018,11692,10.6,10.28,10.4
4/17/2018,11693,15.2,15.35,15.2
4/17/2018,11697,13.4,13.35,13.4
4/18/2018,11699,14,14,14.3
4/18/2018,11700,14,14.06,14.1
4/18/2018,11701,15.1,15.03,14.8
4/18/2018,11702,12,12.32,12.3
4/18/2018,11703,11.7,11.63,11.6
4/19/2018,11704,14.1,13.92,14.1
4/19/2018,11705,11,10.9,11
4/19/2018,11707,11,10.88,11.1
4/19/2018,11708,12.9,12.82,13
4/19/2018,11709,13.9,13.81,13.9
4/20/2018,11710,12.02,11.84,11.9
4/20/2018,11711,14.15,14.34,14.2
4/23/2018,11713,14,13.81,14.1
4/23/2018,11716,10.6,10.72,10.9
4/24/2018,11717,13.59,13.88,13.7
4/24/2018,11718,15.33,15.29,15.4
4/24/2018,11721,13.7,13.69,13.8
4/24/2018,11722,13.8,13.72,13.8
4/24/2018,11723,14.3,13.89,14
4/24/2018,11724,13.8,13.49,13.6
4/24/2018,11725,11.5,11.25,11.5
4/25/2018,11726,14,13.85,14
4/25/2018,11727,14.2,14.03,14.2
4/26/2018,11730,14,14.24,14.5
4/26/2018,11733,10.7,10.38,10.4
4/26/2018,11734,11.4,11.45,11.5
4/26/2018,11735,12.6,12.44,12.6
4/26/2018,11736,14.3,14.13,14.2
4/27/2018,11737,12.02,11.68,12
4/27/2018,11739,12,11.96,12.1
4/27/2018,11740,13,12.96,13
4/27/2018,11742,14.07,13.94,14.1
4/27/2018,11743,10,9.99,9.8
4/30/2018,11744,15.4,15.45,15.6
5/1/2018,11749,15,15.2,15.3
5/1/2018,11750,11.3,10.96,11.2
5/1/2018,11751,11.8,11.61,11.8
5/1/2018,11752,10.9,10.56,10.8
5/2/2018,11753,15,15.46,15.1
5/2/2018,11755,13.1,13.13,13.2
5/3/2018,11756,14,14.04,14
5/3/2018,11757,12.21,12.22,12.3
5/3/2018,11759,10.3,10.29,10.2
5/3/2018,11760,10.4,10.35,10.3
5/3/2018,11761,13.8,14.17,14.2
5/3/2018,11762,12,11.95,12
5/3/2018,11763,12.1,12.03,12.4
5/7/2018,11768,12.2,12.22,12
5/7/2018,11769,13.9,14.13,14
5/7/2018,11770,12,11.92,11.9
5/7/2018,11771,14,13.9,13.8
5/8/2018,11772,15.5,15.1,15.4
5/8/2018,11773,15.07,15.16,15.1
5/8/2018,11774,14.24,14.28,14.1
5/8/2018,11775,10.5,10.74,10.8
5/8/2018,11777,10.5,10.64,10.5
5/8/2018,11778,12.1,11.97,12
5/8/2018,11779,13.8,14.02,14
5/8/2018,11780,13.2,13.37,13.3
5/8/2018,11781,13.8,13.76,13.8
5/8/2018,11782,14.1,14.2,14.1
5/8/2018,11783,14.2,14.11,14.1
5/8/2018,11784,14.2,14.39,14.3
5/8/2018,11785,14.4,14.54,14.3
5/8/2018,11786,13.8,13.51,13.6
5/8/2018,11787,13.8,13.57,13.6
5/8/2018,11788,11.9,11.95,11.6
5/9/2018,11790,11.2,11.28,11.3
5/10/2018,11791,11.1,10.98,10.9
5/10/2018,11792,10.8,10.53,10.7
5/10/2018,11793,10.1,10.17,10.1
5/11/2018,11796,15.02,15.22,15
5/11/2018,11797,14.22,14.34,14.2
5/11/2018,11798,11.3,11.45,11.3
5/15/2018,11799,13.8,14.18,14
5/16/2018,11800,12.7,12.43,12.6
5/16/2018,11801,13.7,13.45,13.7
5/17/2018,11802,13.9,13.89,13.9
5/18/2018,11803,12.6,12.82,12.5
5/23/2018,11804,11.3,11.13,11.3
5/23/2018,11805,13.1,12.74,13
5/30/2018,11806,11.7,11.31,11.6
